musteri_yasi,sehir,cinsiyet,aylik_gelir,toplam_harcama,siparis_sayisi,ortalama_sepet,musteri_id,churn
63.0,Sehir_65,Erkek,18070.77403459257,1357.180010296615,35.0,358.14876084920826,USR001253,1
55.0,Sehir_30,Kadin,169425.81869798643,,,460.0598431152834,USR001254,1
22.0,Sehir_15,Kadin,72045.07051749172,,11.0,344.876327816506,USR001255,0
30.0,Sehir_74,Kadin,25201.853311088336,8835.007405797487,37.0,346.9684871238404,USR001256,1
49.0,Sehir_82,Erkek,113442.91950553708,136368.98553665282,24.0,367.957513480092,USR001257,1
48.0,Sehir_87,Kadin,23659.331147413963,21201.165807754427,,290.47772809307264,USR001258,0
63.0,Sehir_113,Erkek,112258.85877678527,56015.264144932495,15.0,425.6566753003878,USR001259,0
33.0,Sehir_14,Kadin,118495.19278361733,4248.198224923296,,425.276776282266,USR001260,1
70.0,Sehir_51,Erkek,17375.453705783664,29294.98664749904,40.0,472.8374899841885,USR001261,0
43.0,Sehir_28,Erkek,57838.310262868086,8366.599357861289,35.0,445.94097725532083,USR001262,1
64.0,Sehir_108,Kadin,67897.36890033094,12571.910827181095,2.0,650.0064577424039,USR001263,0
31.0,Sehir_64,Erkek,294174.1917073288,91583.83448325752,5.0,507.8944609454851,USR001264,1
,Sehir_11,Kadin,20053.502502709598,5800.068524422675,33.0,318.91221643781086,USR001265,0
21.0,Sehir_83,Erkek,114237.46892907284,8292.48817150879,24.0,417.960725573887,USR001266,0
39.0,Sehir_5,Kadin,36822.95896082544,2741.1763119643715,16.0,561.9047171240023,USR001267,1
72.0,Sehir_32,Erkek,13452.344110265674,23533.07758096259,,207.50402164767038,USR001268,1
20.0,Sehir_86,Erkek,32991.666034095935,4135.021148917825,24.0,652.1362689674256,USR001269,0
39.0,Sehir_60,Erkek,36387.18054920423,27646.446982989983,23.0,233.8040849375269,USR001270,1
24.0,Sehir_91,Erkek,15566.677415747758,1118.9031005796974,16.0,485.04130898566615,USR001271,0
71.0,Sehir_68,Kadin,46617.85471311337,15652.183174393467,,350.9900660336736,USR001272,1
56.0,Sehir_101,Erkek,78139.22140049428,,18.0,342.3601400128339,USR001273,0
61.0,Sehir_67,Erkek,43939.128999678556,19469.826110896774,13.0,154.5630689528262,USR001274,0
58.0,Sehir_6,Kadin,23541.60895941399,7972.305423073677,34.0,486.1250142380977,USR001275,1
55.0,Sehir_8,Erkek,32248.356035281406,4262.4240453405,2.0,156.74627223414913,USR001276,0
62.0,Sehir_93,Kadin,36183.74683618478,5095.578387125565,30.0,133.58446507074206,USR001277,0
18.0,Sehir_4,Kadin,43211.29947641286,2920.569878031051,28.0,523.9554527609864,USR001278,1
67.0,Sehir_45,Erkek,88244.31997123905,,12.0,618.4408393689619,USR001279,0
60.0,Sehir_1,Kadin,45141.25275789117,2302.2338753001272,38.0,249.91313506535104,USR001280,0
60.0,Sehir_36,Erkek,11823.480392828556,5881.138434845207,3.0,500.46638354828536,USR001281,0
40.0,Sehir_71,Erkek,23159.10165774732,12262.333130207055,,469.4789530096518,USR001282,0
63.0,Sehir_20,Erkek,41473.785864464684,56173.10881533762,,336.2721957332782,USR001283,1
39.0,Sehir_55,Kadin,89259.18325510224,8013.1696943138095,9.0,550.3725322406336,USR001284,0
,Sehir_119,Kadin,102567.57752294013,6057.105327136177,25.0,325.4566729585154,USR001285,1
69.0,Sehir_8,Kadin,150203.7933425605,11252.68266300165,10.0,427.63012179785375,USR001286,1
31.0,Sehir_7,Belirtmek istemiyorum,40315.50921973628,673.0656957767096,31.0,161.93451749860117,USR001287,0
23.0,Sehir_32,Erkek,66879.47115808223,1922.968104583389,18.0,168.34555547733916,USR001288,1
53.0,Sehir_99,Kadin,11343.847125947736,5164.482595143594,24.0,525.356744718317,USR001289,0
,Sehir_48,Kadin,51221.019225430486,3444.165844899065,,432.6807817360117,USR001290,1
66.0,Sehir_76,Kadin,15364.097244679519,1186.7812065670041,31.0,328.6314686093121,USR001291,0
43.0,Sehir_4,Kadin,34543.29153198898,22682.16884602222,,636.1767801446713,USR001292,1
18.0,Sehir_88,Belirtmek istemiyorum,409982.8920480005,11066.834983450944,31.0,634.5973507748108,USR001293,1
72.0,Sehir_8,Erkek,46297.50676018469,9588.486135282948,24.0,415.87519996402006,USR001294,0
47.0,Sehir_85,Kadin,18195.860909686064,3523.501852824767,1.0,131.6517322650181,USR001295,0
32.0,Sehir_17,Kadin,50323.689265120185,8913.048072089248,5.0,333.2601517999496,USR001296,0
56.0,Sehir_103,Kadin,24012.74117439767,15023.025723406869,27.0,225.11272550063495,USR001297,1
48.0,Sehir_35,Erkek,16838.188478493434,5896.561924106526,25.0,363.42703862194395,USR001298,0
19.0,Sehir_22,Belirtmek istemiyorum,195342.87497881014,13814.674656863644,25.0,209.5554250133699,USR001299,1
61.0,Sehir_40,Erkek,85259.05623621096,,,170.56611133600924,USR001300,0
40.0,Sehir_0,Kadin,47878.85761237458,9108.673546967415,5.0,10.608013441167088,USR001301,0
57.0,Sehir_19,Kadin,26543.531645119478,31920.31562484701,33.0,375.0885970251455,USR001302,1
69.0,Sehir_71,Erkek,28321.270628372687,35540.339145003934,37.0,5.1855324831361145,USR001303,1
52.0,Sehir_36,Kadin,124739.83077723281,39859.12198047862,32.0,301.9639011873339,USR001304,1
56.0,Sehir_42,Erkek,46409.61934193453,11414.983329039394,12.0,454.1595459896442,USR001305,1
32.0,Sehir_96,Kadin,3083.3004768997116,8416.393969349734,20.0,241.68564691939113,USR001306,1
31.0,Sehir_14,Kadin,251890.7680811212,4728.925556501616,3.0,187.2757230500793,USR001307,0
41.0,Sehir_47,Erkek,42043.07157927933,926.1334068843878,9.0,339.82295636619455,USR001308,1
66.0,Sehir_22,Kadin,47795.90305156225,1613.4344171198866,40.0,225.70917072866746,USR001309,0
47.0,Sehir_57,Erkek,86626.04940375056,6623.200780326216,31.0,377.84868844885557,USR001310,0
37.0,Sehir_39,Kadin,52697.44555166529,7115.664219965698,,195.07552017323445,USR001311,0
62.0,Sehir_5,Kadin,66007.71407965814,,34.0,334.3259110725463,USR001312,0
66.0,Sehir_8,Erkek,25874.707498760876,39252.05016111928,12.0,298.03689172400607,USR001313,0
69.0,Sehir_102,Kadin,13577.424657546691,3555.3778738458486,40.0,348.2717576732606,USR001314,0
35.0,Sehir_6,Kadin,45441.734558948774,21633.33861365749,34.0,595.2727391025778,USR001315,1
58.0,Sehir_93,Kadin,114152.63345509322,,10.0,379.971631237574,USR001316,0
51.0,Sehir_109,Kadin,21628.30069166718,18382.228079508317,1.0,425.66661833885394,USR001317,1
43.0,Sehir_55,Kadin,20283.86059319757,21316.17117480556,38.0,256.2810374227028,USR001318,1
40.0,Sehir_37,Kadin,96453.41342301374,,36.0,383.48846283400195,USR001319,1
24.0,Sehir_93,Erkek,25190.03694218153,4486.499136450456,5.0,308.77948396881,USR001320,0
33.0,Sehir_117,Erkek,26148.62976124149,27368.949630235198,23.0,354.4484061062536,USR001321,1
,Sehir_14,Kadin,26943.1557122362,856.3020333915135,,447.3418356298316,USR001322,0
68.0,Sehir_115,Erkek,34475.879556247106,38386.41184870539,39.0,274.9649239629601,USR001323,0
67.0,Sehir_113,Kadin,10312.267895414936,7863.443805168522,,290.29318459874116,USR001324,1
28.0,Sehir_17,Erkek,23588.81433895519,8066.914953940979,20.0,277.03779960771766,USR001325,0
56.0,Sehir_6,Kadin,43664.66249111251,702.8026965493375,6.0,274.14205348895297,USR001326,0
22.0,Sehir_85,Kadin,43416.30535433838,5082.715450728185,18.0,375.9852845860422,USR001327,1
56.0,Sehir_9,Erkek,91710.70970156044,41215.730863376004,34.0,295.40271120160656,USR001328,0
37.0,Sehir_72,Erkek,158183.934568021,4855.938801272792,,574.6934545367861,USR001329,0
43.0,Sehir_7,Erkek,121781.8681401044,,32.0,751.874406679125,USR001330,0
58.0,Sehir_82,Kadin,75487.46592819551,8446.151334782435,2.0,264.8086572219031,USR001331,0
42.0,Sehir_27,Kadin,32241.584014796787,29004.404232381487,29.0,394.1004287307041,USR001332,0
64.0,Sehir_11,Erkek,22060.517340133767,10196.513817414458,10.0,505.7011364082856,USR001333,1
48.0,Sehir_7,Kadin,36838.646362554144,2648.705112278365,30.0,310.13764069640325,USR001334,0
74.0,Sehir_22,Erkek,58015.356157305825,8671.012247289518,21.0,200.84132910414004,USR001335,1
54.0,Sehir_64,Erkek,70091.03937947722,55351.568990201034,27.0,610.7259967197137,USR001336,0
34.0,Sehir_9,Erkek,59782.519838377135,14723.116573907491,30.0,452.9235940707804,USR001337,0
,Sehir_96,Erkek,32960.31769887587,7046.345772236727,32.0,397.80356794595866,USR001338,0
41.0,Sehir_72,Kadin,68151.59164473937,121405.63616861493,1.0,567.5783600196407,USR001339,1
48.0,Sehir_35,Kadin,99578.14622309236,32567.132168505334,,465.5349760735603,USR001340,1
25.0,Sehir_118,Kadin,73432.9708035333,,29.0,342.80974460591057,USR001341,0
24.0,Sehir_79,Kadin,35397.255075285095,11858.627708292972,25.0,203.5053701369715,USR001342,0
50.0,Sehir_80,Erkek,18637.31524592825,19464.13074475899,19.0,276.00023833635265,USR001343,1
28.0,Sehir_20,Erkek,18287.00644826945,20237.214447520422,6.0,530.7234808007771,USR001344,1
74.0,Sehir_85,Kadin,21057.791246964436,590.2945120600046,31.0,452.31284822149235,USR001345,1
66.0,Sehir_67,Kadin,44607.62818582889,13015.854306173398,18.0,322.000007093349,USR001346,1
57.0,Sehir_118,Kadin,55041.515285117996,6681.066896330952,,614.9844791743169,USR001347,1
59.0,Sehir_57,Kadin,11712.057499545557,4448.260821934453,33.0,326.4168070413782,USR001348,0
51.0,Sehir_81,Kadin,24265.331255176792,6409.107239122369,22.0,498.1276941096737,USR001349,0
21.0,Sehir_40,Kadin,44118.230773922,1252.6061449225078,2.0,383.0058570930102,USR001350,1
,Sehir_4,Kadin,17681.179927082634,929.3337020399757,28.0,639.9429556134126,USR001351,1
46.0,Sehir_15,Kadin,51386.11724477937,36163.402325437964,,462.9568230591991,USR001352,1
70.0,Sehir_104,Erkek,28397.527692152868,14109.299297921341,23.0,356.92392218195926,USR001353,0
30.0,Sehir_88,Erkek,20358.703353613597,447.8173495323635,32.0,323.17977818497405,USR001354,1
46.0,Sehir_43,Kadin,37894.61687261046,4057.565938680868,6.0,347.694124840673,USR001355,0
37.0,Sehir_83,Erkek,49703.18346540633,23310.567559862513,20.0,241.1904093286488,USR001356,0
25.0,Sehir_0,Kadin,18419.715574827016,5790.551124033727,39.0,144.99452936920756,USR001357,1
23.0,Sehir_4,Kadin,29908.86178239368,36098.47662070124,21.0,396.3103085163768,USR001358,1
38.0,Sehir_60,Erkek,52793.465461981614,28558.279102745128,,269.97222299534366,USR001359,0
22.0,Sehir_74,Erkek,19738.53022140916,1590.7271994890834,21.0,269.5737173531919,USR001360,0
21.0,Sehir_112,Kadin,9641.138937418342,6822.703510015763,40.0,336.67396451789693,USR001361,1
37.0,Sehir_91,Kadin,10622.619519298047,4732.896633938957,32.0,357.8335157595902,USR001362,0
29.0,Sehir_30,Erkek,25992.395897706487,1529.8332886414614,,351.10640173773584,USR001363,0
49.0,Sehir_97,Kadin,12648.139129607343,1414.9801902749832,27.0,610.7443027712675,USR001364,0
19.0,Sehir_58,Erkek,27496.733199670834,3080.2749593827357,23.0,449.3569201867104,USR001365,1
35.0,Sehir_99,Erkek,137579.0969083267,3755.17252513493,18.0,666.1723367495437,USR001366,0
43.0,Sehir_20,Erkek,12053.631825909137,11382.993618314295,32.0,284.1514445203226,USR001367,1
72.0,Sehir_3,Kadin,28967.103957501124,28369.110332293563,,467.5580964692368,USR001368,1
54.0,Sehir_6,Kadin,199954.20482118332,15008.5294274763,9.0,292.4881189055217,USR001369,0
68.0,Sehir_118,Kadin,50337.42254176458,19939.275090911084,,265.8302213112663,USR001370,1
37.0,Sehir_9,Erkek,27060.25621326867,5884.391490337009,,671.8313939609554,USR001371,1
43.0,Sehir_112,Belirtmek istemiyorum,32032.102831522898,16707.286756024045,38.0,234.77775959070252,USR001372,0
41.0,Sehir_87,Kadin,51199.75401976649,6781.4757676341815,29.0,15.239899516611729,USR001373,1
68.0,Sehir_17,Erkek,141014.4356338847,4770.627564421177,,243.80760362527184,USR001374,1
72.0,Sehir_103,Erkek,23749.50848827725,78946.14093865466,13.0,48.751450737894345,USR001375,1
72.0,Sehir_17,Erkek,19809.398458609394,494.4415046442133,32.0,207.30132483922472,USR001376,1
60.0,Sehir_17,Kadin,12051.603658728012,855.7984075703054,40.0,221.20012687249695,USR001377,1
46.0,Sehir_69,Erkek,39437.67379057149,12826.129097565652,40.0,355.2922647277326,USR001378,0
48.0,Sehir_34,Erkek,11795.225431778697,5895.95134577132,29.0,42.560505907942115,USR001379,0
73.0,Sehir_34,Kadin,25058.63856959664,1444.6448326763536,19.0,529.3928339121697,USR001380,0
34.0,Sehir_23,Kadin,17554.28304226967,2285.7897302436386,,68.6346104888126,USR001381,1
37.0,Sehir_72,Kadin,85759.21374586082,,34.0,330.83737660191775,USR001382,1
69.0,Sehir_3,Kadin,24180.042700413036,23642.56207742368,38.0,301.37677835185303,USR001383,0
40.0,Sehir_29,Erkek,49888.42357820642,34713.7977740605,31.0,473.80255398519387,USR001384,0
31.0,Sehir_66,Kadin,10064.064608158042,57958.068911739785,,402.73149123510615,USR001385,0
49.0,Sehir_58,Erkek,40344.30660772682,1203.7374452376096,24.0,528.0309381891143,USR001386,1
36.0,Sehir_83,Erkek,13869.836917533768,1570.9750570076935,27.0,295.7820062032961,USR001387,0
68.0,Sehir_25,Belirtmek istemiyorum,25834.890442647593,1447.0007292417188,40.0,280.2879905497899,USR001388,0
69.0,Sehir_77,Erkek,212981.81371038957,38048.93627514953,26.0,411.9186477579773,USR001389,0
35.0,Sehir_91,Erkek,76553.06977066105,13368.672093471678,13.0,504.3802819291708,USR001390,0
48.0,Sehir_46,Kadin,32770.03906324269,8921.675638337494,38.0,473.7603644123082,USR001391,1
74.0,Sehir_30,Erkek,469373.22873511846,10673.874855801421,19.0,398.2721320201391,USR001392,0
60.0,Sehir_66,Erkek,17463.35994690065,7569.377173608353,6.0,384.8993753401699,USR001393,0
30.0,Sehir_69,Kadin,92242.20924062465,,19.0,344.55663142992955,USR001394,1
,Sehir_11,Kadin,10655.808638522492,15000.028014889234,3.0,411.48952467229054,USR001395,1
53.0,Sehir_67,Kadin,29877.52468302615,6481.023945964365,,655.2401666718812,USR001396,0
55.0,Sehir_18,Erkek,12354.407980287226,1919.1049487907922,,313.6139927664682,USR001397,0
19.0,Sehir_68,Kadin,44614.791547537854,16141.397665169328,14.0,295.3264757876869,USR001398,1
35.0,Sehir_111,Kadin,37978.52710706643,4861.2692068509705,,283.84162010702374,USR001399,0
66.0,Sehir_64,Erkek,28392.155200374742,10646.432986702435,35.0,408.4059137183621,USR001400,1
31.0,Sehir_91,Erkek,86998.45336814398,6974.563376942308,,31.73820963545711,USR001401,1
35.0,Sehir_37,Erkek,23070.749104981176,23615.404867049132,8.0,329.74074452984956,USR001402,1
36.0,Sehir_110,Kadin,47168.491620327055,10553.31775987352,4.0,482.0970276874965,USR001403,1
28.0,Sehir_97,Erkek,70013.5414926215,2806.124952585469,,271.06538092066705,USR001404,1
26.0,Sehir_110,Kadin,11085.830417683079,11925.137764235395,14.0,378.0056944720771,USR001405,0
37.0,Sehir_88,Belirtmek istemiyorum,19955.66868684369,12402.166689678465,30.0,666.4003194959687,USR001406,1
67.0,Sehir_77,Erkek,37914.49507860106,14966.94779994705,,399.73998124681145,USR001407,1
18.0,Sehir_63,Kadin,60121.49650617094,28086.634614557253,17.0,14.116006806935673,USR001408,1
34.0,Sehir_111,Erkek,113208.91688719393,3869.268142934592,5.0,138.51734501640368,USR001409,1
21.0,Sehir_101,Erkek,30555.38327481047,18061.227645763956,39.0,312.3495122866275,USR001410,0
50.0,Sehir_50,Kadin,28192.835542750403,1022.7182520638218,23.0,229.42611376815142,USR001411,0
32.0,Sehir_10,Erkek,18068.46036142281,7016.488945252241,2.0,365.5074808700961,USR001412,1
63.0,Sehir_0,Kadin,47286.83820662716,5827.877443785525,17.0,305.8135966577351,USR001413,0
,Sehir_28,Kadin,28632.735525318352,46046.832906552816,26.0,524.910729924695,USR001414,0
62.0,Sehir_7,Erkek,29166.445177644335,6717.003895601537,,186.30028292351832,USR001415,1
54.0,Sehir_25,Erkek,33687.738091891115,16807.60150857654,12.0,318.87509267347446,USR001416,1
42.0,Sehir_13,Erkek,56460.83267058614,978.348212877887,26.0,382.58877309127803,USR001417,0
67.0,Sehir_117,Kadin,23133.002520468217,5312.885856323758,9.0,401.1701665252947,USR001418,0
45.0,Sehir_11,Kadin,19580.188219301024,2934.72244083442,15.0,372.0207887867006,USR001419,0
72.0,Sehir_75,Erkek,51296.57931454482,158041.565145717,13.0,11.691013503718011,USR001420,1
74.0,Sehir_42,Kadin,3227.3610777477134,3640.3819682376193,26.0,362.49381170120967,USR001421,0
51.0,Sehir_20,Kadin,22405.404052061687,8847.895270662855,33.0,327.38684406871164,USR001422,0
56.0,Sehir_84,Kadin,14457.265941356041,9432.259577050427,6.0,479.61646293692843,USR001423,0
32.0,Sehir_116,Erkek,95092.61385842823,,4.0,458.4455462854105,USR001424,1
64.0,Sehir_94,Erkek,25520.920076562976,4310.277246436264,36.0,386.1266766489972,USR001425,1
56.0,Sehir_117,Erkek,23188.856240281402,13170.30318270792,15.0,396.97461926086356,USR001426,0
69.0,Sehir_70,Erkek,34930.0235427058,8981.001945451782,31.0,552.8574648844501,USR001427,1
33.0,Sehir_80,Erkek,22554.774617707684,512.6056487090984,4.0,522.5444160643536,USR001428,1
62.0,Sehir_17,Erkek,26314.659898961512,4103.560402014201,30.0,391.29980033917417,USR001429,1
44.0,Sehir_102,Erkek,39249.278007913534,27583.857122776397,,671.8127431439007,USR001430,0
28.0,Sehir_89,Erkek,25909.569349293055,16413.6324057886,22.0,255.77055131645102,USR001431,1
27.0,Sehir_30,Erkek,25761.23285065534,34948.82131463967,29.0,172.1835337860159,USR001432,1
50.0,Sehir_42,Kadin,16185.545357431554,2483.0010169969937,15.0,348.3742989667557,USR001433,1
36.0,Sehir_73,Kadin,14428.677635014412,37688.694293034845,15.0,293.9285206811024,USR001434,0
23.0,Sehir_1,Erkek,38120.57791517243,7682.595632726612,4.0,19.801196420214467,USR001435,1
42.0,Sehir_98,Kadin,46410.47225169407,54757.356345441025,24.0,252.1428785012921,USR001436,1
55.0,Sehir_33,Erkek,11585.095554706304,8135.279045433295,,401.537773070716,USR001437,1
36.0,Sehir_8,Kadin,66699.52645842519,694.3869769255789,6.0,341.2958381366974,USR001438,1
72.0,Sehir_39,Kadin,66918.99331388673,22451.337889202605,21.0,233.5307882458663,USR001439,1
62.0,Sehir_100,Kadin,79201.56285479396,4758.955957130846,,356.34882793341086,USR001440,0
47.0,Sehir_32,Kadin,46161.95568416806,5159.136328960083,25.0,368.4608718864706,USR001441,0
71.0,Sehir_64,Kadin,60455.671938258594,1416.981640086215,38.0,457.2611575792012,USR001442,1
42.0,Sehir_97,Kadin,208568.05621424114,,19.0,253.77490317071096,USR001443,0
25.0,Sehir_4,Erkek,28532.033550805296,4335.874467320148,30.0,481.07851857746846,USR001444,1
20.0,Sehir_91,Erkek,15731.916081592877,53639.602663139965,,186.40355386109832,USR001445,1
71.0,Sehir_34,Kadin,10644.004910347105,4829.548220234853,30.0,274.49346212004843,USR001446,1
72.0,Sehir_83,Erkek,147936.60911263002,2661.6613045845043,40.0,604.8489802401066,USR001447,1
60.0,Sehir_22,Kadin,149496.7312400699,39475.48040230174,34.0,196.41833486042233,USR001448,0
23.0,Sehir_16,Kadin,17332.180662652245,7420.474635764065,5.0,251.18490310537916,USR001449,0
34.0,Sehir_94,Erkek,20295.274402110506,7507.918864991738,8.0,162.03334091085222,USR001450,0
20.0,Sehir_96,Erkek,28023.736718495795,1740.7108994299456,30.0,225.91004250321402,USR001451,0
20.0,Sehir_117,Kadin,96703.56019936752,4679.057474841433,18.0,370.7544737043154,USR001452,1
32.0,Sehir_81,Erkek,12966.93897312189,13553.97292809613,24.0,455.98134392644243,USR001453,1
50.0,Sehir_55,Kadin,7530.407077494116,1704.4265647529714,24.0,347.2042799721991,USR001454,0
21.0,Sehir_23,Kadin,205666.57761925363,,39.0,301.2965226169001,USR001455,0
74.0,Sehir_35,Erkek,46625.3017854828,4892.527279877262,,163.5839170820041,USR001456,0
43.0,Sehir_77,Kadin,52236.180391829184,8775.587219154319,,240.9304317227083,USR001457,1
33.0,Sehir_41,Kadin,30819.879400524955,47833.02477355941,4.0,118.09463019185728,USR001458,0
47.0,Sehir_58,Kadin,52713.556417560394,5653.647779022975,37.0,460.48394373268087,USR001459,1
63.0,Sehir_20,Erkek,10814.415518470969,3538.2912968939495,36.0,470.91097979708184,USR001460,0
35.0,Sehir_52,Kadin,18532.17234794324,218741.24015878,,343.932860100268,USR001461,0
20.0,Sehir_28,Kadin,39502.779188556604,4818.305435213737,21.0,416.21764758269046,USR001462,1
20.0,Sehir_13,Erkek,5903.420960531373,6445.968699728312,25.0,481.43488600208434,USR001463,1
66.0,Sehir_15,Kadin,28509.307986363205,5274.210911780566,23.0,365.181333152381,USR001464,0
24.0,Sehir_62,Kadin,27137.410162701282,5813.145390569902,19.0,559.0416025988638,USR001465,1
54.0,Sehir_43,Erkek,28505.371279302617,8895.544706620969,13.0,196.43109556374523,USR001466,1
39.0,Sehir_11,Kadin,23368.27363330239,24463.947278744443,32.0,297.6994657924825,USR001467,0
62.0,Sehir_61,Kadin,16371.322568293304,13158.000661612468,1.0,279.8386747928585,USR001468,0
21.0,Sehir_19,Kadin,8453.827021571988,29510.89145457577,37.0,447.0857141044263,USR001469,0
69.0,Sehir_1,Erkek,40773.90766236008,28362.819943307364,,134.87880060108836,USR001470,0
57.0,Sehir_15,Kadin,28563.952809283328,10407.297551843756,12.0,567.1961910671827,USR001471,0
43.0,Sehir_53,Belirtmek istemiyorum,12085.65828313437,12728.188300174626,11.0,434.2661570742579,USR001472,1
29.0,Sehir_114,Kadin,38178.45881856096,30652.94469178864,25.0,612.5441708926958,USR001473,1
73.0,Sehir_29,Erkek,28682.42497438046,2135.6964667415996,,343.91431799229224,USR001474,1
35.0,Sehir_34,Erkek,25114.002514448912,162405.80362624105,6.0,267.45210515243656,USR001475,1
45.0,Sehir_29,Kadin,6467.106635937024,4380.411038469768,22.0,448.56591346414444,USR001476,1
40.0,Sehir_42,Erkek,62706.09995493332,,11.0,504.58476168714105,USR001477,0
31.0,Sehir_86,Erkek,13542.107278349264,1892.622723292625,,242.83687392926856,USR001478,0
41.0,Sehir_38,Erkek,38200.97064676373,1961.4102924666452,,50.360523862452,USR001479,1
26.0,Sehir_78,Kadin,19022.64223562901,26077.831971753632,5.0,76.06019121585877,USR001480,0
18.0,Sehir_107,Erkek,26609.372596547102,123529.08744277057,8.0,389.20773887704706,USR001481,1
34.0,Sehir_113,Kadin,91293.41995550536,4102.336084054415,8.0,581.0284081808633,USR001482,0
24.0,Sehir_67,Kadin,55564.20959477212,12292.93312731517,40.0,154.87420009129804,USR001483,0
41.0,Sehir_85,Belirtmek istemiyorum,89682.59172537601,10553.363622369012,,309.14504851603647,USR001484,1
67.0,Sehir_110,Kadin,47302.02548694174,26911.082642809026,19.0,297.7325671652089,USR001485,0
27.0,Sehir_94,Erkek,49857.0339365243,116129.05066215838,8.0,638.0798100837276,USR001486,1
18.0,Sehir_35,Kadin,8734.961367372052,50270.21841815925,33.0,688.8043629631118,USR001487,1
24.0,Sehir_15,Erkek,28169.074462708457,6085.163429482611,,413.6679032423898,USR001488,0
46.0,Sehir_13,Belirtmek istemiyorum,30335.46759168368,15283.378783513439,,484.70005503822244,USR001489,0
33.0,Sehir_105,Erkek,96657.76823166781,,22.0,480.5298491474795,USR001490,0
45.0,Sehir_66,Kadin,24221.998730608855,7910.064718596675,39.0,157.95176455464866,USR001491,1
19.0,Sehir_35,Kadin,44886.28664939457,2175.2016237562175,,454.77845231537987,USR001492,0
36.0,Sehir_41,Erkek,43503.900271351085,3107.1728420328427,,197.05902930498632,USR001493,1
41.0,Sehir_33,Kadin,91687.38936435866,,24.0,324.26962565350755,USR001494,1
42.0,Sehir_96,Erkek,32630.565958153074,36372.54806254109,13.0,520.9605567624697,USR001495,1
49.0,Sehir_73,Erkek,70419.7863633304,,19.0,362.13999887102835,USR001496,0
62.0,Sehir_105,Erkek,9284.558220026238,11084.094955807024,18.0,515.3744661590558,USR001497,0
44.0,Sehir_36,Erkek,9984.452914820517,34088.541676798355,,544.8895162982849,USR001498,1
65.0,Sehir_56,Kadin,5844.898592433848,1048.2499659414873,36.0,86.45994570062078,USR001499,0
,Sehir_14,Kadin,68103.77883553218,4742.772138073813,,23.345365567905674,USR001500,1
32.0,Sehir_116,Erkek,62251.228572149565,91257.97435143686,39.0,524.3138682246674,USR001501,1
31.0,Sehir_61,Kadin,74418.6647102034,11604.74400505836,24.0,530.3611054949301,USR001502,0
36.0,Sehir_66,Kadin,21122.847033022197,2090.044629076266,39.0,388.489192445459,USR001503,0
52.0,Sehir_49,Kadin,23136.387508427895,9327.65341245566,32.0,408.83240254056966,USR001504,0
31.0,Sehir_32,Erkek,32963.6884912393,27604.186106283025,37.0,483.9571547124135,USR001505,0
70.0,Sehir_113,Kadin,115261.5810746184,381.5189322093209,15.0,481.16133670277856,USR001506,0
,Sehir_58,Erkek,140795.32261602525,10012.033320768838,12.0,304.37240261119126,USR001507,0
67.0,Sehir_80,Kadin,68531.36426038378,,9.0,493.37753530093147,USR001508,0
56.0,Sehir_4,Kadin,47326.03187444107,1129.5812279398215,15.0,298.0290277869169,USR001509,1
37.0,Sehir_33,Kadin,105694.2909062832,,,386.5326651247392,USR001510,0
31.0,Sehir_96,Erkek,29593.973874957304,6878.966639417295,,380.0033683271975,USR001511,0
60.0,Sehir_10,Erkek,26562.262265291432,7872.1909662575,8.0,221.08413520644004,USR001512,1
,Sehir_12,Kadin,32754.06329713795,5335.229900615646,28.0,238.55190706865113,USR001513,1
32.0,Sehir_97,Erkek,16597.850939109405,2378.9034796286414,,685.1163315172246,USR001514,0
71.0,Sehir_37,Erkek,31570.944807970285,1414.0830795015486,37.0,216.21713708386298,USR001515,0
45.0,Sehir_32,Kadin,14854.729300932524,3537.4877239021152,30.0,405.4938899983306,USR001516,1
20.0,Sehir_67,Kadin,82454.85868517947,22722.30992477279,30.0,436.9698764699911,USR001517,1
46.0,Sehir_23,Erkek,56103.299972860106,10718.048257017239,16.0,341.86755630771506,USR001518,1
44.0,Sehir_5,Erkek,113965.37099599933,7457.622962325931,,450.72349030447333,USR001519,1
67.0,Sehir_0,Belirtmek istemiyorum,9863.27712178973,2326.867499300816,5.0,399.34748991090237,USR001520,0
58.0,Sehir_9,Erkek,166268.22183553097,5173.48633954619,,219.46226778239375,USR001521,1
28.0,Sehir_19,Erkek,10321.864269240792,19625.57948334942,,430.5225941207874,USR001522,0
26.0,Sehir_83,Erkek,13923.781269631349,14849.78275725244,13.0,268.2940365883474,USR001523,1
52.0,Sehir_35,Erkek,22100.218238658952,4570.424446506502,26.0,611.1003775002239,USR001524,1
20.0,Sehir_8,Belirtmek istemiyorum,103381.00845881623,352.9468285457252,,414.36879158256266,USR001525,1
36.0,Sehir_1,Erkek,43497.50233242244,3605.3814078588184,24.0,244.97697108721204,USR001526,1
,Sehir_57,Erkek,29879.759775805003,4540.38268288409,15.0,401.34343309229655,USR001527,1
19.0,Sehir_100,Kadin,19262.16430870168,2728.4061088292906,4.0,211.27183416355695,USR001528,0
70.0,Sehir_40,Erkek,12079.340546430825,4935.400286013205,22.0,388.6668619990388,USR001529,0
23.0,Sehir_7,Erkek,89868.41814932138,21587.293438389483,14.0,316.14533155002346,USR001530,1
