musteri_id;recency_gun;frequency;monetary;ort_sepet;son_islem_ay;son_islem_yil;dominant_kanal;sehir;segment_mevcut;kayip_riski
MUS-10226;53;2;524.39;262.19;11;2024;Mağaza;İstanbul;riskli;1
MUS-11794;5;8;40153.28;5019.16;12;2024;Online;Kayseri;şampiyon;0
MUS-10121;17;8;6008.94;751.12;12;2024;Mağaza;Antalya;sadık;0
MUS-11634;123;3;846.02;282.01;8;2024;Mağaza;Adana;riskli;1
MUS-10583;46;4;1892.95;473.24;11;2024;Mağaza;Mersin;riskli;1
MUS-12028;2;10;52466.15;5246.61;12;2024;Telefon;İstanbul;şampiyon;0
MUS-11696;49;10;61703.98;6170.4;11;2024;Online;İstanbul;şampiyon;0
MUS-12295;33;2;1608.8;804.4;11;2024;Telefon;Bursa;sadık;0
MUS-10834;94;5;6478.39;1295.68;9;2024;Mağaza;Konya;sadık;0
MUS-10275;142;5;3908.69;781.74;8;2024;Telefon;İstanbul;sadık;0
MUS-11966;2;8;25193.2;3149.15;12;2024;Mağaza;İzmir;şampiyon;0
MUS-11580;5;1;130.75;130.75;12;2024;Telefon;Kayseri;riskli;1
MUS-11716;241;3;1460.25;486.75;5;2024;Mağaza;Konya;riskli;1
MUS-11167;20;4;1251.51;312.88;12;2024;Mağaza;Konya;riskli;1
MUS-11625;53;9;39902.31;4433.59;11;2024;Online;Ankara;şampiyon;0
MUS-10181;29;7;43919.82;6274.26;12;2024;Online;Ankara;şampiyon;0
MUS-11145;15;12;54236.28;4519.69;12;2024;Online;Mersin;şampiyon;0
MUS-10312;35;7;4677.77;668.25;11;2024;Mağaza;İstanbul;sadık;0
MUS-10327;1;6;11102.53;1850.42;12;2024;Online;İzmir;sadık;0
MUS-11782;18;10;52074.48;5207.45;12;2024;Online;Konya;şampiyon;0
MUS-11334;0;14;63151.57;4510.83;12;2024;Mağaza;İstanbul;şampiyon;0
MUS-11478;15;8;8576.91;1072.11;12;2024;Mağaza;Antalya;sadık;0
MUS-12353;0;9;11870.21;1318.91;12;2024;Online;Gaziantep;sadık;0
MUS-10467;22;12;55714.17;4642.85;12;2024;Online;Bursa;şampiyon;0
MUS-11883;34;5;4575.29;915.06;11;2024;Online;Antalya;sadık;0
MUS-11463;1;11;48511.72;4410.16;12;2024;Mağaza;Bursa;şampiyon;0
MUS-11729;5;5;4241.46;848.29;12;2024;Online;Ankara;sadık;0
MUS-11909;56;5;4404.47;880.89;11;2024;Online;Mersin;sadık;0
MUS-11494;21;5;2393.97;478.79;12;2024;Online;Gaziantep;riskli;1
MUS-10223;1;12;50780.89;4231.74;12;2024;Online;Adana;şampiyon;0
MUS-10597;29;9;10504.23;1167.14;12;2024;Online;İzmir;sadık;0
MUS-11543;23;4;2319.49;579.87;12;2024;Online;Bursa;riskli;1
MUS-10018;164;2;477.9;238.95;7;2024;Telefon;Adana;kayıp;1
MUS-10013;32;5;1867.81;373.56;11;2024;Online;İstanbul;riskli;1
MUS-11981;40;8;11611.87;1451.48;11;2024;Online;İstanbul;sadık;0
MUS-11549;76;4;6646.59;1661.65;10;2024;Mağaza;Bursa;sadık;0
MUS-11713;3;14;62584.72;4470.34;12;2024;Online;Antalya;şampiyon;0
MUS-12365;2;9;39968.41;4440.93;12;2024;Mağaza;Mersin;şampiyon;0
MUS-10293;21;5;1995.0;399.0;12;2024;Mağaza;Mersin;riskli;1
MUS-11078;11;14;56407.89;4029.13;12;2024;Online;Mersin;şampiyon;0
MUS-11817;35;7;32273.99;4610.57;11;2024;Online;İzmir;şampiyon;0
MUS-11604;113;3;1451.34;483.78;9;2024;Online;Kayseri;riskli;1
MUS-11973;278;1;296.2;296.2;3;2024;Telefon;Adana;kayıp;1
MUS-12236;20;6;7682.96;1280.49;12;2024;Online;Ankara;sadık;0
MUS-10250;77;6;41621.54;6936.92;10;2024;Online;Bursa;şampiyon;0
MUS-11939;0;14;50556.41;3611.17;12;2024;Online;İstanbul;şampiyon;0
MUS-10513;14;6;7711.9;1285.32;12;2024;Online;Antalya;sadık;0
MUS-11613;131;3;1840.05;613.35;8;2024;Telefon;Ankara;riskli;1
MUS-10952;596;1;223.35;223.35;5;2023;Mağaza;Konya;kayıp;1
MUS-11356;13;9;13367.22;1485.25;12;2024;Telefon;Adana;sadık;0
MUS-11443;7;9;48756.3;5417.37;12;2024;Online;Antalya;şampiyon;0
MUS-10073;76;12;49850.67;4154.22;10;2024;Online;İzmir;şampiyon;0
MUS-10779;1;9;42397.95;4710.88;12;2024;Online;Ankara;şampiyon;0
MUS-10819;18;9;12666.71;1407.41;12;2024;Online;Antalya;sadık;0
MUS-12214;78;8;8064.89;1008.11;10;2024;Online;Adana;sadık;0
MUS-11019;5;8;32891.49;4111.44;12;2024;Online;Ankara;şampiyon;0
MUS-12116;23;9;9782.91;1086.99;12;2024;Online;İzmir;sadık;0
MUS-12380;16;8;9321.1;1165.14;12;2024;Mağaza;Kayseri;sadık;0
MUS-11847;7;2;928.48;464.24;12;2024;Mağaza;Bursa;riskli;1
MUS-11516;17;13;52418.7;4032.21;12;2024;Online;Kayseri;şampiyon;0
MUS-11037;138;3;578.7;192.9;8;2024;Mağaza;Konya;kayıp;1
MUS-10390;16;10;53370.7;5337.07;12;2024;Mağaza;Gaziantep;şampiyon;0
MUS-12238;87;3;4611.5;1537.17;10;2024;Mağaza;Ankara;sadık;0
MUS-12157;20;7;30408.0;4344.0;12;2024;Online;Antalya;şampiyon;0
MUS-11458;4;10;40560.92;4056.09;12;2024;Online;Kayseri;şampiyon;0
MUS-12361;148;2;386.43;193.21;8;2024;Online;Kayseri;kayıp;1
MUS-11775;105;2;476.44;238.22;9;2024;Mağaza;Kayseri;riskli;1
MUS-10770;133;2;403.63;201.81;8;2024;Online;İstanbul;kayıp;1
MUS-10996;22;9;58955.46;6550.61;12;2024;Online;Kayseri;şampiyon;0
MUS-10849;15;13;55109.97;4239.23;12;2024;Mağaza;Gaziantep;şampiyon;0
MUS-11621;326;1;28.82;28.82;2;2024;Mağaza;Ankara;kayıp;1
MUS-10546;276;4;2605.5;651.38;3;2024;Telefon;Mersin;riskli;1
MUS-11822;79;3;1536.9;512.3;10;2024;Online;Kayseri;sadık;0
MUS-11691;8;8;31190.66;3898.83;12;2024;Mağaza;Bursa;şampiyon;0
MUS-10064;35;12;41381.82;3448.49;11;2024;Telefon;Mersin;şampiyon;0
MUS-10145;14;4;3299.18;824.8;12;2024;Mağaza;Antalya;sadık;0
MUS-12091;58;4;1685.58;421.39;11;2024;Mağaza;Konya;riskli;1
MUS-10008;53;2;1058.79;529.39;11;2024;Mağaza;Kayseri;riskli;1
MUS-10865;5;8;35020.98;4377.62;12;2024;Online;Gaziantep;şampiyon;0
MUS-10600;21;8;8988.74;1123.59;12;2024;Online;İstanbul;sadık;0
MUS-12345;4;6;25610.0;4268.33;12;2024;Online;Konya;şampiyon;0
MUS-11632;0;15;66385.36;4425.69;12;2024;Online;Kayseri;şampiyon;0
MUS-10652;75;2;573.54;286.77;10;2024;Mağaza;İstanbul;kayıp;1
MUS-10917;11;8;42738.61;5342.33;12;2024;Online;Antalya;şampiyon;0
MUS-12203;105;3;348.03;116.01;9;2024;Mağaza;Bursa;kayıp;1
MUS-11410;53;13;61073.74;4697.98;11;2024;Mağaza;Ankara;şampiyon;0
MUS-12042;137;2;429.35;214.67;8;2024;Mağaza;Konya;kayıp;1
MUS-10775;25;5;7887.58;1577.52;12;2024;Telefon;Bursa;sadık;0
MUS-10772;289;2;705.07;352.53;3;2024;Mağaza;Kayseri;riskli;1
MUS-10478;3;7;9493.92;1356.27;12;2024;Mağaza;İstanbul;sadık;0
MUS-10800;72;4;1396.36;349.09;10;2024;Telefon;Bursa;riskli;1
MUS-11502;26;9;37056.99;4117.44;12;2024;Online;Mersin;şampiyon;0
MUS-11537;56;13;51699.17;3976.86;11;2024;Online;Konya;şampiyon;0
MUS-11440;27;4;1992.42;498.11;12;2024;Online;Ankara;riskli;1
MUS-10797;25;7;45314.77;6473.54;12;2024;Online;Ankara;şampiyon;0
MUS-10873;22;6;7069.44;1178.24;12;2024;Online;Antalya;sadık;0
MUS-11306;69;6;7672.86;1278.81;10;2024;Mağaza;İzmir;sadık;0
MUS-11214;16;8;12457.16;1557.14;12;2024;Online;Bursa;sadık;0
MUS-11027;254;3;1436.7;478.9;4;2024;Telefon;İstanbul;riskli;1
MUS-10983;19;13;62419.41;4801.49;12;2024;Mağaza;İzmir;şampiyon;0
MUS-11269;11;8;9430.15;1178.77;12;2024;Mağaza;Mersin;sadık;0
MUS-10709;57;7;10834.75;1547.82;11;2024;Online;Gaziantep;sadık;0
MUS-10128;98;3;1237.69;412.56;9;2024;Mağaza;Ankara;riskli;1
MUS-11305;8;13;40616.55;3124.35;12;2024;Online;Antalya;şampiyon;0
MUS-10017;20;6;25242.52;4207.09;12;2024;Online;İzmir;şampiyon;0
MUS-10058;28;12;43123.14;3593.59;12;2024;Online;Kayseri;şampiyon;0
MUS-11222;24;4;1549.72;387.43;12;2024;Mağaza;Gaziantep;riskli;1
MUS-10510;2;15;76007.78;5067.19;12;2024;Telefon;İstanbul;şampiyon;0
MUS-11465;121;4;1184.94;296.24;9;2024;Online;İstanbul;riskli;1
MUS-10498;81;5;2974.9;594.98;10;2024;Telefon;Mersin;riskli;1
MUS-11331;62;4;5547.79;1386.95;10;2024;Online;Bursa;sadık;0
MUS-10763;1;7;5833.78;833.4;12;2024;Online;Gaziantep;sadık;0
MUS-11474;26;7;8062.7;1151.81;12;2024;Telefon;Adana;sadık;0
MUS-11798;12;7;30588.99;4369.86;12;2024;Online;Bursa;şampiyon;0
MUS-10243;38;6;6313.15;1052.19;11;2024;Online;Ankara;sadık;0
MUS-10263;7;12;54976.15;4581.35;12;2024;Online;İstanbul;şampiyon;0
MUS-11922;3;8;10560.55;1320.07;12;2024;Online;İstanbul;sadık;0
MUS-12047;26;3;1240.64;413.55;12;2024;Online;Kayseri;riskli;1
MUS-10801;2;10;38252.72;3825.27;12;2024;Online;İstanbul;şampiyon;0
MUS-12328;23;14;65695.81;4692.56;12;2024;Online;Adana;şampiyon;0
MUS-10835;20;9;10664.19;1184.91;12;2024;Telefon;Bursa;sadık;0
MUS-12246;18;8;9294.72;1161.84;12;2024;Online;Adana;sadık;0
MUS-11815;10;4;5018.32;1254.58;12;2024;Online;Adana;sadık;0
MUS-12208;57;7;39221.67;5603.1;11;2024;Telefon;Konya;şampiyon;0
MUS-12038;19;7;7168.55;1024.08;12;2024;Online;Konya;sadık;0
MUS-12025;10;8;11433.03;1429.13;12;2024;Online;Mersin;sadık;0
MUS-11294;23;13;53386.5;4106.65;12;2024;Telefon;Konya;şampiyon;0
MUS-10580;45;5;5291.17;1058.23;11;2024;Online;İstanbul;sadık;0
MUS-12286;42;3;1707.81;569.27;11;2024;Mağaza;Kayseri;riskli;1
MUS-11733;11;8;13999.15;1749.89;12;2024;Online;İzmir;sadık;0
MUS-11813;12;2;878.89;439.45;12;2024;Online;Mersin;riskli;1
MUS-11809;88;6;35576.27;5929.38;10;2024;Mağaza;Konya;şampiyon;0
MUS-10192;195;1;2082.21;2082.21;6;2024;Online;Antalya;sadık;0
MUS-11486;0;11;43241.86;3931.08;12;2024;Mağaza;İstanbul;şampiyon;0
MUS-10696;38;6;7679.45;1279.91;11;2024;Online;Mersin;sadık;0
MUS-12109;6;14;47091.81;3363.7;12;2024;Online;Konya;şampiyon;0
MUS-10472;76;6;9769.94;1628.32;10;2024;Online;Konya;sadık;0
MUS-10528;8;9;13839.77;1537.75;12;2024;Mağaza;İstanbul;sadık;0
MUS-11701;13;4;5140.76;1285.19;12;2024;Online;İzmir;sadık;0
MUS-11488;52;2;950.84;475.42;11;2024;Online;Antalya;riskli;1
MUS-10011;60;5;24427.96;4885.59;11;2024;Online;Antalya;şampiyon;0
MUS-12053;89;7;10440.84;1491.55;10;2024;Online;Mersin;sadık;0
MUS-11907;42;10;33660.35;3366.03;11;2024;Online;İstanbul;şampiyon;0
MUS-10136;20;4;5421.91;1355.48;12;2024;Online;Ankara;sadık;0
MUS-10257;38;8;40723.04;5090.38;11;2024;Online;Kayseri;şampiyon;0
MUS-11888;30;2;932.38;466.19;12;2024;Online;Kayseri;riskli;1
MUS-12133;48;5;6609.61;1321.92;11;2024;Mağaza;Antalya;sadık;0
MUS-12037;11;8;12752.45;1594.06;12;2024;Mağaza;Ankara;sadık;0
MUS-10005;18;13;63885.21;4914.25;12;2024;Online;Ankara;şampiyon;0
MUS-11757;372;3;941.64;313.88;12;2023;Mağaza;Antalya;riskli;1
MUS-11000;139;2;1994.91;997.45;8;2024;Online;Antalya;sadık;0
MUS-10788;1;4;1620.58;405.14;12;2024;Mağaza;Adana;riskli;1
MUS-11687;34;3;523.46;174.49;11;2024;Online;İzmir;kayıp;1
MUS-12009;7;13;64736.5;4979.73;12;2024;Online;İstanbul;şampiyon;0
MUS-10459;4;4;1627.36;406.84;12;2024;Mağaza;Kayseri;riskli;1
MUS-11208;6;14;69409.02;4957.79;12;2024;Mağaza;Mersin;şampiyon;0
MUS-11157;30;15;64959.53;4330.64;12;2024;Mağaza;Ankara;şampiyon;0
MUS-10529;78;3;1539.59;513.2;10;2024;Telefon;Gaziantep;riskli;1
MUS-10186;89;4;1556.28;389.07;10;2024;Mağaza;Kayseri;riskli;1
MUS-12003;132;3;6035.27;2011.76;8;2024;Telefon;Ankara;sadık;0
MUS-11161;149;2;1450.35;725.17;8;2024;Mağaza;Antalya;riskli;1
MUS-11106;60;7;32548.71;4649.82;11;2024;Online;Antalya;şampiyon;0
MUS-10606;30;4;1014.33;253.58;12;2024;Mağaza;Gaziantep;riskli;1
MUS-10725;67;2;1570.08;785.04;10;2024;Online;İstanbul;riskli;1
MUS-11083;125;3;578.22;192.74;8;2024;Mağaza;Kayseri;kayıp;1
MUS-10393;53;4;2141.24;535.31;11;2024;Mağaza;Ankara;riskli;1
MUS-11985;10;5;5657.89;1131.58;12;2024;Online;Kayseri;sadık;0
MUS-11495;65;5;7040.44;1408.09;10;2024;Online;Kayseri;sadık;0
MUS-11708;0;5;5578.49;1115.7;12;2024;Online;Kayseri;sadık;0
MUS-11126;52;7;4537.03;648.15;11;2024;Telefon;Gaziantep;sadık;0
MUS-12169;10;15;48403.56;3226.9;12;2024;Online;Kayseri;şampiyon;0
MUS-12067;10;10;33669.86;3366.99;12;2024;Mağaza;İstanbul;şampiyon;0
MUS-11396;60;8;8282.22;1035.28;11;2024;Online;Kayseri;sadık;0
MUS-12349;81;4;1891.94;472.99;10;2024;Online;İstanbul;sadık;0
MUS-11367;39;6;9481.58;1580.26;11;2024;Telefon;Adana;sadık;0
MUS-12225;12;16;59249.22;3703.08;12;2024;Online;Ankara;şampiyon;0
MUS-11638;11;4;999.59;249.9;12;2024;Mağaza;Kayseri;riskli;1
MUS-11781;5;4;2482.91;620.73;12;2024;Mağaza;İzmir;riskli;1
MUS-12131;15;6;5880.94;980.16;12;2024;Mağaza;Gaziantep;sadık;0
MUS-10508;18;6;23312.46;3885.41;12;2024;Mağaza;Bursa;şampiyon;0
MUS-12308;179;4;2234.0;558.5;7;2024;Mağaza;Gaziantep;riskli;1
MUS-11115;19;8;10029.17;1253.65;12;2024;Mağaza;Antalya;sadık;0
MUS-10741;17;5;6470.96;1294.19;12;2024;Telefon;Antalya;sadık;0
MUS-10627;18;11;34428.5;3129.86;12;2024;Mağaza;Gaziantep;şampiyon;0
MUS-10506;2;16;76571.0;4785.69;12;2024;Online;Gaziantep;şampiyon;0
MUS-11633;7;11;39326.86;3575.17;12;2024;Online;Bursa;şampiyon;0
MUS-10710;17;2;270.79;135.4;12;2024;Online;Antalya;riskli;1
MUS-12004;95;3;845.82;281.94;9;2024;Mağaza;Mersin;riskli;1
MUS-11983;1;7;5618.61;802.66;12;2024;Online;Konya;sadık;0
MUS-12392;7;10;63371.86;6337.19;12;2024;Online;İzmir;şampiyon;0
MUS-12218;84;4;6985.78;1746.45;10;2024;Online;İstanbul;sadık;0
MUS-11659;30;9;40949.96;4550.0;12;2024;Online;Mersin;şampiyon;0
MUS-10396;107;1;719.88;719.88;9;2024;Online;Mersin;riskli;1
MUS-12272;4;10;40566.79;4056.68;12;2024;Online;Mersin;şampiyon;0
MUS-10213;9;6;6977.32;1162.89;12;2024;Mağaza;Bursa;sadık;0
MUS-11147;100;2;794.33;397.16;9;2024;Mağaza;Bursa;riskli;1
MUS-10425;55;7;37471.21;5353.03;11;2024;Telefon;Kayseri;şampiyon;0
MUS-11719;298;2;228.07;114.03;3;2024;Mağaza;Kayseri;kayıp;1
MUS-11901;97;4;3253.85;813.46;9;2024;Online;Gaziantep;sadık;0
MUS-11006;251;2;342.36;171.18;4;2024;Mağaza;Kayseri;kayıp;1
MUS-10093;16;12;43226.04;3602.17;12;2024;Telefon;İstanbul;şampiyon;0
MUS-10911;6;5;6889.28;1377.86;12;2024;Mağaza;Kayseri;sadık;0
MUS-10224;28;5;5270.31;1054.06;12;2024;Telefon;Adana;sadık;0
MUS-10992;40;8;11225.91;1403.24;11;2024;Mağaza;Bursa;sadık;0
MUS-10258;151;2;1025.5;512.75;8;2024;Mağaza;İzmir;riskli;1
MUS-12108;54;6;6197.21;1032.87;11;2024;Online;Antalya;sadık;0
MUS-12217;53;4;1879.82;469.95;11;2024;Mağaza;İzmir;riskli;1
MUS-10483;33;4;5723.95;1430.99;11;2024;Online;Bursa;sadık;0
MUS-11977;13;5;10114.28;2022.86;12;2024;Mağaza;İzmir;sadık;0
MUS-12029;5;9;40141.73;4460.19;12;2024;Online;Antalya;şampiyon;0
MUS-11769;0;8;11498.0;1437.25;12;2024;Mağaza;Bursa;sadık;0
MUS-10879;238;2;469.65;234.82;5;2024;Mağaza;İzmir;riskli;1
MUS-11895;18;4;3181.93;795.48;12;2024;Mağaza;Mersin;sadık;0
MUS-12126;45;3;4261.52;1420.51;11;2024;Online;Bursa;sadık;0
MUS-11677;201;3;379.52;126.51;6;2024;Telefon;Ankara;kayıp;1
MUS-10900;153;2;203.34;101.67;7;2024;Online;İstanbul;riskli;1
MUS-11351;10;5;4098.98;819.8;12;2024;Mağaza;Kayseri;sadık;0
MUS-10682;5;7;6520.25;931.46;12;2024;Online;Adana;sadık;0
MUS-10642;6;5;5100.71;1020.14;12;2024;Online;İzmir;sadık;0
MUS-11720;426;1;131.25;131.25;11;2023;Online;Bursa;kayıp;1
MUS-11395;175;3;1082.37;360.79;7;2024;Mağaza;Adana;riskli;1
MUS-11935;7;14;56098.68;4007.05;12;2024;Online;İzmir;şampiyon;0
MUS-11956;4;9;9687.27;1076.36;12;2024;Online;İstanbul;sadık;0
MUS-11031;90;5;2944.24;588.85;10;2024;Mağaza;İzmir;riskli;1
MUS-12346;10;9;30189.65;3354.41;12;2024;Mağaza;Antalya;şampiyon;0
MUS-10487;7;4;2459.67;614.92;12;2024;Online;Antalya;riskli;1
MUS-10480;6;4;2035.63;508.91;12;2024;Telefon;Konya;riskli;1
MUS-12098;170;4;2462.5;615.62;7;2024;Mağaza;Gaziantep;riskli;1
MUS-10460;76;6;7268.65;1211.44;10;2024;Online;Antalya;sadık;0
MUS-10575;10;12;63166.23;5263.85;12;2024;Online;Antalya;şampiyon;0
MUS-11902;53;3;1221.15;407.05;11;2024;Mağaza;Mersin;riskli;1
MUS-11493;2;13;56820.37;4370.8;12;2024;Telefon;Bursa;şampiyon;0
MUS-10885;28;5;1488.37;297.67;12;2024;Mağaza;Antalya;riskli;1
MUS-11217;0;12;55794.71;4649.56;12;2024;Online;Gaziantep;şampiyon;0
MUS-11175;311;3;665.9;221.97;2;2024;Online;Kayseri;riskli;1
MUS-11893;56;7;9120.44;1302.92;11;2024;Online;Adana;sadık;0
MUS-10430;77;3;2645.9;881.97;10;2024;Online;Ankara;sadık;0
MUS-10881;233;3;366.84;122.28;5;2024;Mağaza;Antalya;kayıp;1
MUS-10968;45;6;7088.89;1181.48;11;2024;Online;Gaziantep;sadık;0
MUS-10234;5;5;7969.55;1593.91;12;2024;Telefon;Konya;sadık;0
MUS-10622;319;3;506.46;168.82;2;2024;Mağaza;Adana;kayıp;1
MUS-11052;17;8;10126.19;1265.77;12;2024;Online;Mersin;sadık;0
MUS-11211;186;7;8799.01;1257.0;6;2024;Online;Antalya;sadık;0
MUS-10634;41;6;26251.82;4375.3;11;2024;Mağaza;Ankara;şampiyon;0
MUS-10732;13;5;7393.44;1478.69;12;2024;Mağaza;Konya;sadık;0
MUS-10887;101;5;7190.28;1438.06;9;2024;Online;Adana;sadık;0
MUS-11120;538;2;533.77;266.88;7;2023;Telefon;Mersin;kayıp;1
MUS-10209;15;7;26486.59;3783.8;12;2024;Online;Kayseri;şampiyon;0
MUS-10126;268;2;1214.15;607.08;4;2024;Online;Gaziantep;riskli;1
MUS-11741;246;1;560.06;560.06;4;2024;Mağaza;Kayseri;riskli;1
MUS-11654;6;5;5674.11;1134.82;12;2024;Mağaza;Konya;sadık;0
MUS-11138;10;11;48458.25;4405.3;12;2024;Mağaza;Antalya;şampiyon;0
MUS-10103;4;9;42986.34;4776.26;12;2024;Mağaza;Antalya;şampiyon;0
MUS-12393;109;5;5354.11;1070.82;9;2024;Telefon;Gaziantep;sadık;0
MUS-12226;78;7;9886.83;1412.4;10;2024;Online;İstanbul;sadık;0
MUS-11181;2;7;10799.01;1542.72;12;2024;Online;Bursa;sadık;0
MUS-10354;0;15;67019.16;4467.94;12;2024;Online;Antalya;şampiyon;0
MUS-10960;71;2;1033.51;516.75;10;2024;Online;Antalya;riskli;1
MUS-11425;3;7;7579.3;1082.76;12;2024;Online;Adana;sadık;0
MUS-11855;186;3;504.96;168.32;6;2024;Online;Ankara;kayıp;1
MUS-11335;39;4;1262.49;315.62;11;2024;Mağaza;İzmir;riskli;1
MUS-12077;81;4;4813.93;1203.48;10;2024;Telefon;Mersin;sadık;0
MUS-10511;161;3;477.18;159.06;7;2024;Mağaza;Kayseri;kayıp;1
MUS-12018;0;16;49069.74;3066.86;12;2024;Online;Antalya;şampiyon;0
MUS-12351;2;6;10431.08;1738.51;12;2024;Mağaza;İstanbul;sadık;0
MUS-10287;182;4;1974.05;493.51;7;2024;Telefon;Adana;riskli;1
MUS-10392;18;7;9388.99;1341.28;12;2024;Telefon;Gaziantep;sadık;0
MUS-11568;210;5;2351.8;470.36;6;2024;Online;Bursa;riskli;1
MUS-10237;3;16;80901.55;5056.35;12;2024;Mağaza;Antalya;şampiyon;0
MUS-11749;3;7;8124.03;1160.58;12;2024;Online;Antalya;sadık;0
MUS-11479;5;4;5009.89;1252.47;12;2024;Online;Mersin;sadık;0
MUS-12056;76;4;4606.84;1151.71;10;2024;Online;Gaziantep;sadık;0
MUS-11117;689;1;147.96;147.96;2;2023;Mağaza;Konya;kayıp;1
MUS-11308;8;7;7120.31;1017.19;12;2024;Mağaza;Konya;sadık;0
MUS-11346;14;4;3568.9;892.23;12;2024;Mağaza;Kayseri;sadık;0
MUS-12198;17;6;9452.97;1575.5;12;2024;Online;İstanbul;sadık;0
MUS-11896;89;4;5681.33;1420.33;10;2024;Online;Konya;sadık;0
MUS-10615;65;3;1585.52;528.51;10;2024;Online;İzmir;riskli;1
MUS-10050;8;6;32740.27;5456.71;12;2024;Online;Gaziantep;şampiyon;0
MUS-12051;54;5;1641.18;328.24;11;2024;Online;Antalya;riskli;1
MUS-11774;95;5;5074.03;1014.81;9;2024;Online;Konya;sadık;0
MUS-10956;1;8;12577.43;1572.18;12;2024;Online;Ankara;sadık;0
MUS-11362;8;4;1120.85;280.21;12;2024;Mağaza;Kayseri;riskli;1
MUS-12155;107;4;1715.15;428.79;9;2024;Online;Bursa;riskli;1
MUS-12197;23;6;11291.56;1881.93;12;2024;Online;Antalya;sadık;0
MUS-11337;1;4;4513.67;1128.42;12;2024;Mağaza;İzmir;sadık;0
MUS-10875;23;5;7044.57;1408.91;12;2024;Online;Adana;sadık;0
MUS-11076;61;7;9395.52;1342.22;10;2024;Online;İzmir;sadık;0
MUS-12129;7;7;21572.34;3081.76;12;2024;Telefon;Ankara;şampiyon;0
MUS-11859;51;9;37796.85;4199.65;11;2024;Telefon;Kayseri;şampiyon;0
MUS-10279;34;9;10776.42;1197.38;11;2024;Online;Antalya;sadık;0
MUS-10840;109;5;2527.08;505.42;9;2024;Telefon;İzmir;riskli;1
MUS-10265;8;5;8165.88;1633.18;12;2024;Mağaza;Gaziantep;sadık;0
MUS-11177;37;9;35968.39;3996.49;11;2024;Online;Mersin;şampiyon;0
MUS-11732;6;10;54845.28;5484.53;12;2024;Online;Konya;şampiyon;0
MUS-11068;18;12;57442.59;4786.88;12;2024;Online;Antalya;şampiyon;0
MUS-11905;10;11;52768.95;4797.18;12;2024;Online;İzmir;şampiyon;0
MUS-11655;30;4;1061.48;265.37;12;2024;Online;Ankara;riskli;1
MUS-11044;34;8;9152.9;1144.11;11;2024;Online;Adana;sadık;0
MUS-10953;70;4;1715.54;428.88;10;2024;Mağaza;Mersin;riskli;1
MUS-11239;14;9;30028.22;3336.47;12;2024;Online;Antalya;şampiyon;0
MUS-10230;5;13;58228.69;4479.13;12;2024;Mağaza;Kayseri;şampiyon;0
MUS-10053;109;4;2756.66;689.16;9;2024;Online;Adana;riskli;1
MUS-10359;47;2;476.17;238.08;11;2024;Mağaza;Gaziantep;kayıp;1
MUS-11768;2;5;6619.25;1323.85;12;2024;Online;Mersin;sadık;0
MUS-10671;18;5;6311.19;1262.24;12;2024;Mağaza;İzmir;sadık;0
MUS-10765;12;12;76931.04;6410.92;12;2024;Online;Mersin;şampiyon;0
MUS-12273;43;5;2264.03;452.81;11;2024;Mağaza;Adana;riskli;1
MUS-10948;65;6;7707.37;1284.56;10;2024;Online;Kayseri;sadık;0
MUS-10733;26;12;55746.88;4645.57;12;2024;Online;İstanbul;şampiyon;0
MUS-10798;50;6;9984.2;1664.03;11;2024;Online;Mersin;sadık;0
MUS-11793;20;12;59697.29;4974.77;12;2024;Mağaza;Ankara;şampiyon;0
MUS-11371;0;12;52581.64;4381.8;12;2024;Online;Kayseri;şampiyon;0
MUS-11116;70;5;6651.92;1330.38;10;2024;Online;Gaziantep;sadık;0
MUS-10939;136;2;519.73;259.87;8;2024;Telefon;Ankara;riskli;1
MUS-12322;9;4;3178.42;794.61;12;2024;Online;Mersin;sadık;0
MUS-10856;41;8;12961.31;1620.16;11;2024;Mağaza;Adana;sadık;0
MUS-11327;16;3;569.7;189.9;12;2024;Mağaza;Bursa;kayıp;1
MUS-10541;43;6;7084.9;1180.82;11;2024;Online;Bursa;sadık;0
MUS-10957;23;5;1795.78;359.16;12;2024;Mağaza;Bursa;riskli;1
MUS-10625;109;2;996.93;498.47;9;2024;Mağaza;Bursa;riskli;1
MUS-11043;213;4;1007.73;251.93;6;2024;Online;Antalya;sadık;0
MUS-12090;72;7;9926.3;1418.04;10;2024;Online;Mersin;sadık;0
MUS-10824;68;3;4488.1;1496.03;10;2024;Online;Konya;sadık;0
MUS-12306;13;8;12143.98;1518.0;12;2024;Online;Antalya;sadık;0
MUS-11497;21;14;46110.97;3293.64;12;2024;Mağaza;Mersin;şampiyon;0
MUS-11797;6;16;81252.65;5078.29;12;2024;Online;Mersin;şampiyon;0
MUS-10897;10;5;2371.98;474.4;12;2024;Mağaza;Antalya;riskli;1
MUS-12341;93;5;2050.0;410.0;9;2024;Mağaza;Ankara;riskli;1
MUS-11055;5;11;51118.72;4647.16;12;2024;Online;Antalya;şampiyon;0
MUS-10851;22;9;11128.71;1236.52;12;2024;Online;Gaziantep;sadık;0
MUS-11848;17;8;9105.76;1138.22;12;2024;Telefon;Mersin;sadık;0
MUS-11125;77;2;520.84;260.42;10;2024;Mağaza;Bursa;riskli;1
MUS-10907;1;4;1741.08;435.27;12;2024;Telefon;Ankara;riskli;1
